zone_id,map_id,region_id,value01,value02,value03,value04,center_x,center_y,center_z,radius
1,1,1,0,1,1,5,-615,4,-2253,300
1,1,2,0,1,1,5,-20,-9,-2409,300
1,1,3,0,1,1,5,-1194,14,-2283,300
1,1,4,0,1,1,5,-1789,0,-2224,300
1,1,5,0,1,1,5,592,1,-2225,300
1,1,6,0,1,1,5,-2056,0,-1638,300
1,1,7,0,1,1,5,-2024,12,-1025,300
1,1,8,0,1,1,5,1103,0,-1731,300
1,1,9,0,1,1,5,859,0,-1172,300
1,1,10,0,1,1,5,-1974,0,-423,300
1,1,11,0,1,1,5,898,0,-669,300
1,1,12,0,1,1,5,1434,0,-1076,300
1,1,13,0,1,1,5,1512,-9,-1632,300
1,1,14,0,1,1,5,1050,-8,-2155,300
1,1,15,0,1,1,5,-2254,13,-12,300
1,1,16,0,1,1,5,-2428,0,-632,300
1,1,17,0,1,1,5,-2524,1,-1431,300
1,1,18,0,1,1,5,-2161,5,-2213,300
1,1,19,0,1,1,5,-1498,33,-2552,300
1,1,20,0,1,1,5,-722,19,-2642,300
1,1,21,0,1,1,5,-235,-9,-2655,300
1,1,22,0,1,1,5,375,-9,-2584,300
1,1,23,0,1,1,5,-2737,9,-164,300
1,1,24,0,1,1,5,-2718,23,-939,300
1,1,25,0,1,1,5,-2577,0,-2025,300
1,1,26,0,1,1,5,-1965,39,-2696,300
1,1,27,0,1,1,5,-1349,29,-3047,300
1,1,28,0,1,1,5,-752,4,-3134,300
1,1,29,0,1,1,5,-162,-9,-3090,300
1,1,30,0,1,1,5,443,-9,-3023,300
1,1,31,0,2,2,5,1069,-9,-2643,300
1,1,32,0,2,2,5,1659,-5,-2240,300
1,1,33,0,2,2,5,2211,-7,-1959,300
1,1,34,0,2,2,5,2059,10,-1572,300
1,1,35,0,2,2,5,2135,0,-997,300
1,1,36,0,2,2,5,2678,2,-1372,300
1,1,37,0,2,2,5,1795,16,-631,300
1,1,38,0,2,2,5,1414,0,-222,300
1,1,39,0,2,2,5,140,-9,-3350,300
1,1,40,0,2,2,5,-368,0,-3414,300
1,1,41,0,2,2,5,-817,0,-3454,300
1,1,42,0,2,2,5,-1298,0,-3326,300
1,1,43,0,2,2,5,-1856,0,-3215,300
1,1,44,0,2,2,5,-2492,39,-2694,300
1,1,45,0,2,2,5,-2305,0,-3073,300
1,1,46,0,2,2,5,-2999,1,-2408,300
1,1,47,0,2,2,5,-3045,38,-1867,300
1,1,48,0,2,2,5,-3006,20,-1453,300
1,1,49,0,2,2,5,-3170,0,-874,300
1,1,50,0,2,2,5,-3028,0,-453,300
1,1,51,0,2,2,5,-3270,0,28,300
1,1,52,0,2,2,5,-2553,96,325,300
1,1,53,0,2,2,5,-2048,0,499,300
1,1,54,0,3,3,5,1344,0,223,300
1,1,55,0,3,3,5,1831,22,-78,300
1,1,56,0,2,2,5,2331,46,-601,300
1,1,57,0,2,2,5,2628,0,-920,300
1,1,58,0,2,2,5,-2797,15,-2829,300
1,1,59,0,2,2,5,-3462,0,-353,300
1,1,60,0,2,2,5,-3030,81,267,300
1,1,61,0,3,3,5,-3927,0,-386,300
1,1,62,0,3,3,5,-3712,0,-819,300
1,1,63,0,3,3,5,-3635,20,-1262,300
1,1,64,0,3,3,5,-3551,35,-1792,300
1,1,65,0,3,3,5,-4058,6,-1472,300
1,1,66,0,3,3,5,-4176,1,-860,300
1,1,67,0,3,3,5,-3823,45,-2113,300
1,1,68,0,3,3,5,-3496,4,-2401,300
1,1,69,0,3,3,5,-3617,36,-2801,300
1,1,70,0,3,3,5,-3306,26,-3000,300
1,1,71,0,3,3,5,-3082,0,-3278,300
1,1,72,0,3,3,5,-2707,1,-3336,300
1,1,73,0,3,3,5,-2311,63,-3687,300
1,1,74,0,3,3,5,-1853,41,-3881,300
1,1,75,0,3,3,5,-1395,48,-3915,300
1,1,76,0,3,3,5,-878,0,-4010,300
1,1,77,0,3,3,5,-495,-9,-4044,300
1,1,78,0,3,3,5,-41,-5,-3923,300
1,1,79,0,3,3,5,344,45,-3824,300
1,1,80,0,3,3,5,439,-9,-4214,300
1,1,81,0,3,3,5,-14,-9,-4455,300
1,1,82,0,3,3,5,-486,-9,-4587,300
1,1,83,0,3,3,5,-819,0,-4589,300
1,1,84,0,3,3,5,-2987,50,-3706,300
1,1,85,0,2,2,5,3298,0,-1096,300
1,1,86,0,2,2,5,3052,47,-554,300
1,1,87,0,3,3,5,2901,0,-195,300
1,1,88,0,3,3,5,2476,0,3,300
1,1,89,0,3,3,5,3123,0,-1897,300
1,1,90,0,3,3,5,3049,0,-2322,300
1,1,91,0,4,4,5,-4489,67,-1275,300
1,1,92,0,4,4,5,-4360,66,-1856,300
1,1,93,0,4,4,5,-4523,49,-2371,300
1,1,94,0,4,4,5,-4143,0,-2433,300
1,1,95,0,4,4,5,-4005,42,-2929,300
1,1,96,0,4,4,5,-4539,41,-2989,300
1,1,97,0,4,4,5,-3830,20,-3336,300
1,1,98,0,4,4,5,-3573,0,-3611,300
1,1,99,0,4,4,5,-3428,24,-3902,300
1,1,100,0,4,4,5,-4307,3,-3358,300
1,1,101,0,4,4,5,-3707,140,660,300
1,1,102,0,4,4,5,-3165,31,694,300
1,1,103,0,4,4,5,-3032,0,1217,300
1,1,104,0,4,4,5,-2674,0,827,300
1,1,105,0,4,4,5,-4213,102,325,300
1,1,106,0,4,4,5,-4317,10,-131,300
1,1,107,0,4,4,5,-4328,1,925,300
1,1,108,0,4,4,5,-3796,162,1270,300
1,1,109,0,4,4,5,-3275,3,1678,300
1,1,110,0,4,4,5,1679,7,614,300
1,1,111,0,4,4,5,2405,5,648,300
1,1,112,0,4,4,5,2938,0,445,300
1,1,113,0,4,4,5,2031,17,1001,300
1,1,114,0,4,4,5,3155,15,954,300
1,1,115,0,4,4,5,3409,1,-2823,300
1,1,116,0,4,4,5,2952,0,-2867,300
1,1,117,0,4,4,5,2601,1,-3022,300
1,1,118,0,4,4,5,2286,51,-3393,300
1,1,119,0,4,4,5,2710,44,1123,300
1,1,120,0,4,4,5,3255,82,1471,300
1,1,121,0,4,4,5,2313,89,1407,300
1,1,122,0,5,5,5,2902,150,1747,300
1,1,123,0,5,5,5,3387,189,1851,300
1,1,124,0,5,5,5,1987,130,2122,300
1,1,125,0,5,5,5,1775,147,2432,300
1,1,126,0,5,5,5,1656,67,1776,300
1,1,127,0,5,5,5,1443,30,1295,300
1,1,128,0,5,5,5,1287,1,979,300
1,1,129,0,5,5,5,2681,102,-3823,300
1,1,130,0,5,5,5,3072,72,-3517,300
1,1,131,0,5,5,5,2060,29,-3866,300
1,1,132,0,5,5,5,1532,36,-3706,300
1,1,133,0,5,5,5,1077,0,-3652,300
1,1,134,0,5,5,5,1141,0,-4152,300
1,1,135,0,5,5,5,2783,243,-4369,300
1,1,136,0,5,5,5,3110,240,-4068,300
1,1,137,0,5,5,5,-4326,2,-3845,300
1,1,138,0,5,5,5,-4816,3,-3930,300
1,1,139,0,5,5,5,-3991,56,-4035,300
1,1,140,0,5,5,5,-4433,2,1348,300
1,1,141,0,5,5,5,-4499,0,1808,300
1,1,142,0,5,5,5,-4016,40,1863,300
1,1,143,0,5,5,5,-3681,2,2050,300
1,1,144,0,5,5,5,1363,85,2165,300
1,1,145,0,5,5,5,1187,214,2627,300
1,1,146,0,5,5,5,1011,21,1855,300
1,1,147,0,5,5,5,840,1,1464,300
1,1,148,0,5,5,5,798,81,2333,300
1,1,149,0,5,5,5,-3336,0,2359,300
1,1,150,0,5,5,5,-2884,4,2092,300
1,1,151,0,6,6,5,-5331,13,-4824,500
1,1,152,0,6,6,5,3609,391,-4707,500
1,1,153,0,6,6,5,-3666,38,2896,500
1,1,154,0,6,6,5,-4506,9,2511,500
1,1,155,0,6,6,5,-4915,80,3245,500
1,1,156,0,6,6,5,-4800,18,2855,500
1,1,157,0,6,6,5,-4433,54,3393,500
1,1,158,0,6,6,5,748,147,2895,500
1,1,159,0,6,6,5,336,106,2005,500
1,1,160,0,6,6,5,432,0,1858,500
1,1,161,0,6,6,5,129,15,3115,400
1,1,162,0,6,6,5,-136,3,2443,400
1,1,163,0,6,6,5,-417,0,3591,400
1,1,164,0,6,6,5,-468,0,2927,400
1,1,165,0,6,6,5,-389,0,1775,400
1,1,166,0,6,6,5,-1036,0,1626,400
1,1,167,0,6,6,5,-1566,49,1677,400
1,1,168,0,6,6,5,-2031,11,1559,400
1,1,169,0,6,6,5,-2443,21,2121,400
1,1,170,0,6,6,5,-2024,113,2430,400
1,1,171,0,6,6,5,-1231,34,2289,400
1,1,172,0,6,6,5,-1188,18,3182,400
1,1,173,0,6,6,5,-1920,6,3276,400
1,1,174,0,6,6,5,-2880,8,3221,400
1,1,175,0,6,6,5,-2452,9,3114,400
1,1,176,0,6,6,5,-913,13,2755,400
1,1,177,0,6,6,5,-1030,1,3772,400
1,1,178,0,6,6,3,3302,559,3665,250
1,1,179,0,6,6,3,2825,398,3241,250
1,1,180,0,6,6,3,2550,303,2829,250
1,1,181,0,6,6,3,2931,299,2519,250
1,1,182,0,6,6,3,2184,287,3111,250
1,1,183,0,7,7,2,2445,35,1062,250
1,1,184,0,7,7,2,3138,95,1539,250
1,1,185,0,7,7,2,1708,10,1026,250
1,1,186,0,7,7,2,3189,6,-3003,250
1,1,187,0,7,7,2,2453,6,-2953,250
1,1,188,0,7,7,2,-3597,47,-3895,250
1,1,189,0,7,7,2,-3954,36,-2669,250
1,1,190,0,7,7,2,-4585,42,-3318,250
1,1,191,0,7,7,2,-4586,15,-2697,250
1,1,192,0,7,7,2,-4364,81,-1522,250
1,1,193,0,7,7,2,-4404,0,-399,250
1,1,194,0,7,7,2,-4117,49,580,250
1,1,195,0,7,7,2,-3034,0,941,250
1,1,196,0,7,7,2,-4186,98,1301,250
1,1,197,0,7,7,2,-3446,-8,2077,250
1,1,198,0,7,7,2,1402,28,1541,250
1,1,199,0,7,7,2,2174,143,1818,250
1,1,200,0,7,7,2,2714,66,-3538,250
1,1,201,0,7,7,2,-4787,30,-4410,250
1,1,202,0,7,7,2,-5114,28,-4184,250
1,1,203,0,7,7,2,1883,61,-3462,250
1,1,204,0,7,7,1,-2682,3,-3953,150
1,1,205,0,7,7,1,-1129,0,-4198,150
1,1,206,0,7,7,1,-4061,0,-1862,150
1,1,207,0,7,7,1,-4194,15,-1192,150
1,1,208,0,7,7,1,-3409,0,-3409,150
1,1,209,0,7,7,1,-295,-9,-4348,150
1,1,210,0,7,7,1,2930,0,177,150
1,1,211,0,7,7,1,1567,3,549,150
1,1,212,0,815,815,1,-630,49,-839,5000
2,2,1,0,22,22,5,3233,0,2831,150
2,2,2,0,22,22,5,3582,0,2461,150
2,2,3,0,22,22,5,3326,0,1488,150
2,2,4,0,22,22,5,3664,0,1857,150
2,2,5,0,22,22,5,3244,0,701,150
2,2,6,0,22,22,5,3623,0,864,150
2,2,7,0,22,22,5,3191,2,-80,150
2,2,8,0,22,22,5,3627,1,-446,150
2,2,9,0,22,22,5,3618,0,-1357,150
2,2,10,0,22,22,5,3385,0,-1720,150
2,2,11,0,22,22,5,3255,0,-2428,150
2,2,12,0,22,22,5,3460,0,-3147,150
2,2,13,0,22,22,5,3403,0,-3862,150
2,2,14,0,22,22,5,3344,0,-4341,150
2,2,15,0,22,22,5,3465,0,223,250
2,2,16,0,22,22,5,3417,0,2641,250
2,2,17,0,22,22,5,3549,6,1383,250
2,2,18,0,22,22,5,3277,0,-887,250
2,2,19,0,22,22,5,3376,0,-2078,250
2,2,20,0,22,22,5,3302,0,-3514,250
2,2,21,0,23,23,5,1345,0,1049,250
2,2,22,0,23,23,5,631,0,1092,250
2,2,23,0,23,23,5,1008,4,-1650,250
2,2,24,0,23,23,5,646,16,-986,250
2,2,25,0,23,23,5,1432,0,-625,250
2,2,26,0,23,23,5,1580,0,2300,250
2,2,27,0,23,23,5,1505,0,4255,250
2,2,28,0,23,23,5,1722,0,3412,250
2,2,29,0,23,23,5,1612,0,-1533,250
2,2,30,0,23,23,5,1690,0,402,250
